,Name,Price,Team 1,Position,Round,Team 2,Score,id,pl_pos_id,is_selected
337,James Frawley,305000,Hawks,DE,10,Blues,46.45454545454545,R:10_P:James Frawley,R:10_P:James Frawley_DE,1
338,James Frawley,305000,Hawks,DE,11,Suns,52.36363636363637,R:11_P:James Frawley,R:11_P:James Frawley_DE,1
339,James Frawley,305000,Hawks,DE,13,Swans,61.72727272727273,R:13_P:James Frawley,R:13_P:James Frawley_DE,1
340,James Frawley,305000,Hawks,DE,15,Giants,39.27272727272727,R:15_P:James Frawley,R:15_P:James Frawley_DE,1
341,James Frawley,305000,Hawks,DE,18,Demons,47.54545454545455,R:18_P:James Frawley,R:18_P:James Frawley_DE,1
342,James Frawley,305000,Hawks,DE,20,Crows,43.09090909090909,R:20_P:James Frawley,R:20_P:James Frawley_DE,1
343,James Frawley,305000,Hawks,DE,23,Tigers,51.18181818181818,R:23_P:James Frawley,R:23_P:James Frawley_DE,1
344,Shaun Burgoyne,435000,Hawks,FO,2,Tigers,60.09090909090909,R:2_P:Shaun Burgoyne,R:2_P:Shaun Burgoyne_FO,1
345,Shaun Burgoyne,435000,Hawks,FO,5,Demons,69.36363636363636,R:5_P:Shaun Burgoyne,R:5_P:Shaun Burgoyne_FO,1
346,Shaun Burgoyne,435000,Hawks,FO,6,Crows,51.45454545454545,R:6_P:Shaun Burgoyne,R:6_P:Shaun Burgoyne_FO,1
347,Shaun Burgoyne,435000,Hawks,FO,8,Eagles,61.90909090909091,R:8_P:Shaun Burgoyne,R:8_P:Shaun Burgoyne_FO,1
348,Shaun Burgoyne,435000,Hawks,FO,9,Kangaroos,52.27272727272727,R:9_P:Shaun Burgoyne,R:9_P:Shaun Burgoyne_FO,1
349,Shaun Burgoyne,435000,Hawks,FO,14,Bombers,71.0909090909091,R:14_P:Shaun Burgoyne,R:14_P:Shaun Burgoyne_FO,1
350,Shaun Burgoyne,435000,Hawks,FO,16,Power,53.09090909090909,R:16_P:Shaun Burgoyne,R:16_P:Shaun Burgoyne_FO,1
351,Shaun Burgoyne,435000,Hawks,FO,17,Dockers,60.63636363636363,R:17_P:Shaun Burgoyne,R:17_P:Shaun Burgoyne_FO,1
352,Shaun Burgoyne,435000,Hawks,FO,19,Lions,62.416666666666664,R:19_P:Shaun Burgoyne,R:19_P:Shaun Burgoyne_FO,1
353,Shaun Burgoyne,435000,Hawks,FO,1,Bombers,71.0909090909091,R:1_P:Shaun Burgoyne,R:1_P:Shaun Burgoyne_FO,1
354,Shaun Burgoyne,435000,Hawks,FO,3,Cats,69.27272727272727,R:3_P:Shaun Burgoyne,R:3_P:Shaun Burgoyne_FO,1
355,Shaun Burgoyne,435000,Hawks,FO,4,Dockers,60.63636363636363,R:4_P:Shaun Burgoyne,R:4_P:Shaun Burgoyne_FO,1
356,Shaun Burgoyne,435000,Hawks,FO,7,Saints,63.18181818181818,R:7_P:Shaun Burgoyne,R:7_P:Shaun Burgoyne_FO,1
357,Shaun Burgoyne,435000,Hawks,FO,10,Blues,63.45454545454545,R:10_P:Shaun Burgoyne,R:10_P:Shaun Burgoyne_FO,1
358,Shaun Burgoyne,435000,Hawks,FO,11,Suns,59.18181818181818,R:11_P:Shaun Burgoyne,R:11_P:Shaun Burgoyne_FO,1
359,Shaun Burgoyne,435000,Hawks,FO,13,Swans,70.54545454545455,R:13_P:Shaun Burgoyne,R:13_P:Shaun Burgoyne_FO,1
360,Shaun Burgoyne,435000,Hawks,FO,15,Giants,53.45454545454545,R:15_P:Shaun Burgoyne,R:15_P:Shaun Burgoyne_FO,1
361,Shaun Burgoyne,435000,Hawks,FO,18,Demons,69.36363636363636,R:18_P:Shaun Burgoyne,R:18_P:Shaun Burgoyne_FO,1
362,Jonathon Patton,191000,Hawks,FO,14,Bombers,42.0,R:14_P:Jonathon Patton,R:14_P:Jonathon Patton_FO,1
363,Jonathon Patton,191000,Hawks,FO,13,Swans,21.88888888888889,R:13_P:Jonathon Patton,R:13_P:Jonathon Patton_FO,1
364,Liam Shiels,647000,Hawks,MI,14,Bombers,82.9090909090909,R:14_P:Liam Shiels,R:14_P:Liam Shiels_MI,1
365,Liam Shiels,647000,Hawks,MI,13,Swans,85.45454545454545,R:13_P:Liam Shiels,R:13_P:Liam Shiels_MI,1
366,Tom Scully,443000,Hawks,MI,2,Tigers,61.0,R:2_P:Tom Scully,R:2_P:Tom Scully_MI,1
367,Tom Scully,443000,Hawks,MI,5,Demons,65.9090909090909,R:5_P:Tom Scully,R:5_P:Tom Scully_MI,1
368,Tom Scully,443000,Hawks,MI,6,Crows,50.45454545454545,R:6_P:Tom Scully,R:6_P:Tom Scully_MI,1
369,Tom Scully,443000,Hawks,MI,8,Eagles,54.63636363636363,R:8_P:Tom Scully,R:8_P:Tom Scully_MI,1
370,Tom Scully,443000,Hawks,MI,9,Kangaroos,70.81818181818181,R:9_P:Tom Scully,R:9_P:Tom Scully_MI,1
371,Tom Scully,443000,Hawks,MI,14,Bombers,57.81818181818182,R:14_P:Tom Scully,R:14_P:Tom Scully_MI,1
372,Tom Scully,443000,Hawks,MI,1,Bombers,57.81818181818182,R:1_P:Tom Scully,R:1_P:Tom Scully_MI,1
373,Tom Scully,443000,Hawks,MI,3,Cats,61.0,R:3_P:Tom Scully,R:3_P:Tom Scully_MI,1
374,Tom Scully,443000,Hawks,MI,4,Dockers,63.36363636363637,R:4_P:Tom Scully,R:4_P:Tom Scully_MI,1
375,Tom Scully,443000,Hawks,MI,7,Saints,52.63636363636363,R:7_P:Tom Scully,R:7_P:Tom Scully_MI,1
376,Tom Scully,443000,Hawks,MI,10,Blues,48.81818181818182,R:10_P:Tom Scully,R:10_P:Tom Scully_MI,1
377,Tom Scully,443000,Hawks,MI,11,Suns,64.9090909090909,R:11_P:Tom Scully,R:11_P:Tom Scully_MI,1
378,Tom Scully,443000,Hawks,MI,13,Swans,64.18181818181819,R:13_P:Tom Scully,R:13_P:Tom Scully_MI,1
379,Tom Scully,443000,Hawks,MI,15,Giants,58.54545454545455,R:15_P:Tom Scully,R:15_P:Tom Scully_MI,1
380,Mitch Robinson,550000,Lions,MI,23,Eagles,84.54545454545455,R:23_P:Mitch Robinson,R:23_P:Mitch Robinson_MI,1
381,Stephen Hill,480000,Dockers,DE,4,Hawks,66.54545454545455,R:4_P:Stephen Hill,R:4_P:Stephen Hill_DE,1
382,Stephen Hill,480000,Dockers,DE,6,Kangaroos,66.63636363636364,R:6_P:Stephen Hill,R:6_P:Stephen Hill_DE,1
383,Stephen Hill,480000,Dockers,DE,8,Lions,68.63636363636364,R:8_P:Stephen Hill,R:8_P:Stephen Hill_DE,1
384,Stephen Hill,480000,Dockers,DE,10,Swans,43.27272727272727,R:10_P:Stephen Hill,R:10_P:Stephen Hill_DE,1
385,Stephen Hill,480000,Dockers,DE,12,Bulldogs,55.90909090909091,R:12_P:Stephen Hill,R:12_P:Stephen Hill_DE,1
386,Stephen Hill,480000,Dockers,DE,13,Suns,72.63636363636364,R:13_P:Stephen Hill,R:13_P:Stephen Hill_DE,1
387,Stephen Hill,480000,Dockers,DE,5,Crows,64.18181818181819,R:5_P:Stephen Hill,R:5_P:Stephen Hill_DE,1
388,Stephen Hill,480000,Dockers,DE,7,Eagles,43.72727272727273,R:7_P:Stephen Hill,R:7_P:Stephen Hill_DE,1
389,Stephen Hill,480000,Dockers,DE,9,Bombers,48.583333333333336,R:9_P:Stephen Hill,R:9_P:Stephen Hill_DE,1
390,Stephen Hill,480000,Dockers,DE,11,Power,73.36363636363636,R:11_P:Stephen Hill,R:11_P:Stephen Hill_DE,1
391,Minairo Frederick,292000,Dockers,FO,17,Hawks,45.0,R:17_P:Minairo Frederick,R:17_P:Minairo Frederick_FO,1
392,Caleb Serong,636000,Dockers,MI,12,Bulldogs,101.0,R:12_P:Caleb Serong,R:12_P:Caleb Serong_MI,1
393,David Mundy,631000,Dockers,MI,12,Bulldogs,66.27272727272727,R:12_P:David Mundy,R:12_P:David Mundy_MI,1
394,David Mundy,631000,Dockers,MI,13,Suns,86.72727272727273,R:13_P:David Mundy,R:13_P:David Mundy_MI,1
395,David Mundy,631000,Dockers,MI,11,Power,80.9090909090909,R:11_P:David Mundy,R:11_P:David Mundy_MI,1
396,Sam Petrevski-Seton,516000,Blues,DE,5,Power,61.75,R:5_P:Sam Petrevski-Seton,R:5_P:Sam Petrevski-Seton_DE,1
397,Sam Petrevski-Seton,516000,Blues,DE,6,Lions,78.0,R:6_P:Sam Petrevski-Seton,R:6_P:Sam Petrevski-Seton_DE,1
398,Sam Petrevski-Seton,516000,Blues,DE,19,Kangaroos,71.5,R:19_P:Sam Petrevski-Seton,R:19_P:Sam Petrevski-Seton_DE,1
399,Sam Petrevski-Seton,516000,Blues,DE,21,Suns,69.0,R:21_P:Sam Petrevski-Seton,R:21_P:Sam Petrevski-Seton_DE,1
400,Sam Petrevski-Seton,516000,Blues,DE,7,Bombers,59.25,R:7_P:Sam Petrevski-Seton,R:7_P:Sam Petrevski-Seton_DE,1
401,Sam Petrevski-Seton,516000,Blues,DE,8,Bulldogs,72.75,R:8_P:Sam Petrevski-Seton,R:8_P:Sam Petrevski-Seton_DE,1
402,Sam Petrevski-Seton,516000,Blues,DE,9,Demons,77.75,R:9_P:Sam Petrevski-Seton,R:9_P:Sam Petrevski-Seton_DE,1
403,Sam Petrevski-Seton,516000,Blues,DE,20,Saints,75.25,R:20_P:Sam Petrevski-Seton,R:20_P:Sam Petrevski-Seton_DE,1
404,Eddie Betts,424000,Blues,FO,2,Magpies,50.36363636363637,R:2_P:Eddie Betts,R:2_P:Eddie Betts_FO,1
405,Eddie Betts,424000,Blues,FO,3,Dockers,68.54545454545455,R:3_P:Eddie Betts,R:3_P:Eddie Betts_FO,1
406,Eddie Betts,424000,Blues,FO,5,Power,68.72727272727273,R:5_P:Eddie Betts,R:5_P:Eddie Betts_FO,1
407,Eddie Betts,424000,Blues,FO,6,Lions,62.54545454545455,R:6_P:Eddie Betts,R:6_P:Eddie Betts_FO,1
408,Eddie Betts,424000,Blues,FO,10,Hawks,62.27272727272727,R:10_P:Eddie Betts,R:10_P:Eddie Betts_FO,1
409,Eddie Betts,424000,Blues,FO,12,Eagles,53.36363636363637,R:12_P:Eddie Betts,R:12_P:Eddie Betts_FO,1
410,Eddie Betts,424000,Blues,FO,15,Crows,67.45454545454545,R:15_P:Eddie Betts,R:15_P:Eddie Betts_FO,1
411,Eddie Betts,424000,Blues,FO,17,Cats,61.81818181818182,R:17_P:Eddie Betts,R:17_P:Eddie Betts_FO,1
412,Eddie Betts,424000,Blues,FO,23,Giants,56.54545454545455,R:23_P:Eddie Betts,R:23_P:Eddie Betts_FO,1
413,Eddie Betts,424000,Blues,FO,1,Tigers,66.83333333333333,R:1_P:Eddie Betts,R:1_P:Eddie Betts_FO,1
414,Eddie Betts,424000,Blues,FO,7,Bombers,60.81818181818182,R:7_P:Eddie Betts,R:7_P:Eddie Betts_FO,1
415,Eddie Betts,424000,Blues,FO,8,Bulldogs,66.9090909090909,R:8_P:Eddie Betts,R:8_P:Eddie Betts_FO,1
416,Eddie Betts,424000,Blues,FO,9,Demons,60.27272727272727,R:9_P:Eddie Betts,R:9_P:Eddie Betts_FO,1
417,Eddie Betts,424000,Blues,FO,11,Swans,47.0,R:11_P:Eddie Betts,R:11_P:Eddie Betts_FO,1
418,Eddie Betts,424000,Blues,FO,14,Giants,56.54545454545455,R:14_P:Eddie Betts,R:14_P:Eddie Betts_FO,1
419,Eddie Betts,424000,Blues,FO,16,Dockers,68.54545454545455,R:16_P:Eddie Betts,R:16_P:Eddie Betts_FO,1
420,Eddie Betts,424000,Blues,FO,22,Power,68.72727272727273,R:22_P:Eddie Betts,R:22_P:Eddie Betts_FO,1
421,Sam Walsh,739000,Blues,MI,15,Crows,97.5,R:15_P:Sam Walsh,R:15_P:Sam Walsh_MI,1
422,Sam Walsh,739000,Blues,MI,16,Dockers,116.0,R:16_P:Sam Walsh,R:16_P:Sam Walsh_MI,1
423,Lochie O'Brien,304000,Blues,MI,12,Eagles,15.666666666666666,R:12_P:Lochie O'Brien,R:12_P:Lochie O'Brien_MI,1
424,Lochie O'Brien,304000,Blues,MI,14,Giants,23.666666666666668,R:14_P:Lochie O'Brien,R:14_P:Lochie O'Brien_MI,1
425,Paddy Dow,323000,Blues,MI,12,Eagles,37.666666666666664,R:12_P:Paddy Dow,R:12_P:Paddy Dow_MI,1
426,Paddy Dow,323000,Blues,MI,14,Giants,38.0,R:14_P:Paddy Dow,R:14_P:Paddy Dow_MI,1
427,Matt Guelfi,446000,Bombers,DE,23,Magpies,46.333333333333336,R:23_P:Matt Guelfi,R:23_P:Matt Guelfi_DE,1
428,Matt Guelfi,446000,Bombers,DE,22,Suns,73.33333333333333,R:22_P:Matt Guelfi,R:22_P:Matt Guelfi_DE,1
429,David Zaharakis,524000,Bombers,FO,7,Blues,90.27272727272727,R:7_P:David Zaharakis,R:7_P:David Zaharakis_FO,1
430,David Zaharakis,524000,Bombers,FO,9,Dockers,80.08333333333333,R:9_P:David Zaharakis,R:9_P:David Zaharakis_FO,1
431,David Zaharakis,524000,Bombers,FO,10,Kangaroos,83.36363636363636,R:10_P:David Zaharakis,R:10_P:David Zaharakis_FO,1
432,David Zaharakis,524000,Bombers,FO,17,Crows,76.63636363636364,R:17_P:David Zaharakis,R:17_P:David Zaharakis_FO,1
433,David Zaharakis,524000,Bombers,FO,19,Giants,71.72727272727273,R:19_P:David Zaharakis,R:19_P:David Zaharakis_FO,1
434,David Zaharakis,524000,Bombers,FO,20,Swans,78.81818181818181,R:20_P:David Zaharakis,R:20_P:David Zaharakis_FO,1
435,David Zaharakis,524000,Bombers,FO,23,Magpies,71.72727272727273,R:23_P:David Zaharakis,R:23_P:David Zaharakis_FO,1
436,David Zaharakis,524000,Bombers,FO,4,Swans,78.81818181818181,R:4_P:David Zaharakis,R:4_P:David Zaharakis_FO,1
437,David Zaharakis,524000,Bombers,FO,5,Lions,92.54545454545455,R:5_P:David Zaharakis,R:5_P:David Zaharakis_FO,1
438,David Zaharakis,524000,Bombers,FO,6,Magpies,71.72727272727273,R:6_P:David Zaharakis,R:6_P:David Zaharakis_FO,1
439,David Zaharakis,524000,Bombers,FO,8,Giants,71.72727272727273,R:8_P:David Zaharakis,R:8_P:David Zaharakis_FO,1
440,David Zaharakis,524000,Bombers,FO,16,Cats,58.72727272727273,R:16_P:David Zaharakis,R:16_P:David Zaharakis_FO,1
441,David Zaharakis,524000,Bombers,FO,18,Kangaroos,83.36363636363636,R:18_P:David Zaharakis,R:18_P:David Zaharakis_FO,1
442,David Zaharakis,524000,Bombers,FO,21,Bulldogs,77.63636363636364,R:21_P:David Zaharakis,R:21_P:David Zaharakis_FO,1
443,David Zaharakis,524000,Bombers,FO,22,Suns,54.09090909090909,R:22_P:David Zaharakis,R:22_P:David Zaharakis_FO,1
444,Dyson Heppell,566000,Bombers,MI,1,Hawks,80.55555555555556,R:1_P:Dyson Heppell,R:1_P:Dyson Heppell_MI,1
445,Dyson Heppell,566000,Bombers,MI,3,Saints,48.111111111111114,R:3_P:Dyson Heppell,R:3_P:Dyson Heppell_MI,1
446,Dyson Heppell,566000,Bombers,MI,7,Blues,94.22222222222223,R:7_P:Dyson Heppell,R:7_P:Dyson Heppell_MI,1
447,Dyson Heppell,566000,Bombers,MI,9,Dockers,89.6,R:9_P:Dyson Heppell,R:9_P:Dyson Heppell_MI,1
448,Dyson Heppell,566000,Bombers,MI,10,Kangaroos,77.88888888888889,R:10_P:Dyson Heppell,R:10_P:Dyson Heppell_MI,1
449,Dyson Heppell,566000,Bombers,MI,15,Demons,81.66666666666667,R:15_P:Dyson Heppell,R:15_P:Dyson Heppell_MI,1
450,Dyson Heppell,566000,Bombers,MI,17,Crows,80.33333333333333,R:17_P:Dyson Heppell,R:17_P:Dyson Heppell_MI,1
451,Dyson Heppell,566000,Bombers,MI,19,Giants,57.333333333333336,R:19_P:Dyson Heppell,R:19_P:Dyson Heppell_MI,1
452,Dyson Heppell,566000,Bombers,MI,20,Swans,97.22222222222223,R:20_P:Dyson Heppell,R:20_P:Dyson Heppell_MI,1
453,Dyson Heppell,566000,Bombers,MI,23,Magpies,85.11111111111111,R:23_P:Dyson Heppell,R:23_P:Dyson Heppell_MI,1
454,Dyson Heppell,566000,Bombers,MI,2,Power,72.77777777777777,R:2_P:Dyson Heppell,R:2_P:Dyson Heppell_MI,1
455,Dyson Heppell,566000,Bombers,MI,4,Swans,97.22222222222223,R:4_P:Dyson Heppell,R:4_P:Dyson Heppell_MI,1
456,Dyson Heppell,566000,Bombers,MI,5,Lions,77.0,R:5_P:Dyson Heppell,R:5_P:Dyson Heppell_MI,1
457,Dyson Heppell,566000,Bombers,MI,6,Magpies,85.11111111111111,R:6_P:Dyson Heppell,R:6_P:Dyson Heppell_MI,1
458,Dyson Heppell,566000,Bombers,MI,11,Eagles,94.66666666666667,R:11_P:Dyson Heppell,R:11_P:Dyson Heppell_MI,1
459,Dyson Heppell,566000,Bombers,MI,14,Hawks,80.55555555555556,R:14_P:Dyson Heppell,R:14_P:Dyson Heppell_MI,1
460,Dyson Heppell,566000,Bombers,MI,16,Cats,74.55555555555556,R:16_P:Dyson Heppell,R:16_P:Dyson Heppell_MI,1
461,Dyson Heppell,566000,Bombers,MI,18,Kangaroos,77.88888888888889,R:18_P:Dyson Heppell,R:18_P:Dyson Heppell_MI,1
462,Dyson Heppell,566000,Bombers,MI,21,Bulldogs,82.33333333333333,R:21_P:Dyson Heppell,R:21_P:Dyson Heppell_MI,1
463,Dyson Heppell,566000,Bombers,MI,22,Suns,85.22222222222223,R:22_P:Dyson Heppell,R:22_P:Dyson Heppell_MI,1
464,Shane Mumford,466000,Giants,RU,1,Saints,66.4,R:1_P:Shane Mumford,R:1_P:Shane Mumford_RU,1
465,Shane Mumford,466000,Giants,RU,3,Demons,56.8,R:3_P:Shane Mumford,R:3_P:Shane Mumford_RU,1
466,Shane Mumford,466000,Giants,RU,6,Bulldogs,77.7,R:6_P:Shane Mumford,R:6_P:Shane Mumford_RU,1
467,Shane Mumford,466000,Giants,RU,8,Bombers,71.0,R:8_P:Shane Mumford,R:8_P:Shane Mumford_RU,1
468,Shane Mumford,466000,Giants,RU,20,Power,68.2,R:20_P:Shane Mumford,R:20_P:Shane Mumford_RU,1
469,Shane Mumford,466000,Giants,RU,2,Dockers,55.6,R:2_P:Shane Mumford,R:2_P:Shane Mumford_RU,1
470,Shane Mumford,466000,Giants,RU,4,Magpies,63.4,R:4_P:Shane Mumford,R:4_P:Shane Mumford_RU,1
471,Shane Mumford,466000,Giants,RU,7,Crows,63.0,R:7_P:Shane Mumford,R:7_P:Shane Mumford_RU,1
472,Shane Mumford,466000,Giants,RU,19,Bombers,71.0,R:19_P:Shane Mumford,R:19_P:Shane Mumford_RU,1
473,Lachlan Ash,420000,Giants,DE,14,Blues,55.0,R:14_P:Lachlan Ash,R:14_P:Lachlan Ash_DE,1
474,Lachlan Ash,420000,Giants,DE,15,Hawks,56.0,R:15_P:Lachlan Ash,R:15_P:Lachlan Ash_DE,1
475,Lachlan Ash,420000,Giants,DE,17,Suns,59.0,R:17_P:Lachlan Ash,R:17_P:Lachlan Ash_DE,1
476,Sam Taylor,276000,Giants,DE,3,Demons,35.666666666666664,R:3_P:Sam Taylor,R:3_P:Sam Taylor_DE,1
477,Sam Taylor,276000,Giants,DE,6,Bulldogs,35.333333333333336,R:6_P:Sam Taylor,R:6_P:Sam Taylor_DE,1
478,Sam Taylor,276000,Giants,DE,14,Blues,15.666666666666666,R:14_P:Sam Taylor,R:14_P:Sam Taylor_DE,1
479,Sam Taylor,276000,Giants,DE,16,Demons,35.666666666666664,R:16_P:Sam Taylor,R:16_P:Sam Taylor_DE,1
480,Callan Ward,461000,Giants,MI,1,Saints,74.81818181818181,R:1_P:Callan Ward,R:1_P:Callan Ward_MI,1
481,Callan Ward,461000,Giants,MI,3,Demons,76.0909090909091,R:3_P:Callan Ward,R:3_P:Callan Ward_MI,1
482,Callan Ward,461000,Giants,MI,6,Bulldogs,83.0909090909091,R:6_P:Callan Ward,R:6_P:Callan Ward_MI,1
483,Callan Ward,461000,Giants,MI,8,Bombers,76.18181818181819,R:8_P:Callan Ward,R:8_P:Callan Ward_MI,1
484,Callan Ward,461000,Giants,MI,10,Eagles,40.09090909090909,R:10_P:Callan Ward,R:10_P:Callan Ward_MI,1
485,Callan Ward,461000,Giants,MI,14,Blues,62.72727272727273,R:14_P:Callan Ward,R:14_P:Callan Ward_MI,1
486,Callan Ward,461000,Giants,MI,15,Hawks,63.63636363636363,R:15_P:Callan Ward,R:15_P:Callan Ward_MI,1
487,Callan Ward,461000,Giants,MI,17,Suns,50.36363636363637,R:17_P:Callan Ward,R:17_P:Callan Ward_MI,1
488,Callan Ward,461000,Giants,MI,18,Swans,71.0,R:18_P:Callan Ward,R:18_P:Callan Ward_MI,1
489,Callan Ward,461000,Giants,MI,20,Power,65.0,R:20_P:Callan Ward,R:20_P:Callan Ward_MI,1
490,Callan Ward,461000,Giants,MI,22,Tigers,70.72727272727273,R:22_P:Callan Ward,R:22_P:Callan Ward_MI,1
491,Callan Ward,461000,Giants,MI,2,Dockers,73.81818181818181,R:2_P:Callan Ward,R:2_P:Callan Ward_MI,1
492,Callan Ward,461000,Giants,MI,4,Magpies,63.81818181818182,R:4_P:Callan Ward,R:4_P:Callan Ward_MI,1
493,Callan Ward,461000,Giants,MI,5,Swans,71.0,R:5_P:Callan Ward,R:5_P:Callan Ward_MI,1
494,Callan Ward,461000,Giants,MI,7,Crows,84.0909090909091,R:7_P:Callan Ward,R:7_P:Callan Ward_MI,1
495,Callan Ward,461000,Giants,MI,9,Tigers,70.72727272727273,R:9_P:Callan Ward,R:9_P:Callan Ward_MI,1
496,Callan Ward,461000,Giants,MI,11,Lions,70.27272727272727,R:11_P:Callan Ward,R:11_P:Callan Ward_MI,1
497,Callan Ward,461000,Giants,MI,13,Kangaroos,74.27272727272727,R:13_P:Callan Ward,R:13_P:Callan Ward_MI,1
498,Callan Ward,461000,Giants,MI,16,Demons,76.0909090909091,R:16_P:Callan Ward,R:16_P:Callan Ward_MI,1
499,Callan Ward,461000,Giants,MI,19,Bombers,76.18181818181819,R:19_P:Callan Ward,R:19_P:Callan Ward_MI,1
500,Callan Ward,461000,Giants,MI,21,Cats,61.833333333333336,R:21_P:Callan Ward,R:21_P:Callan Ward_MI,1
501,Callan Ward,461000,Giants,MI,23,Blues,62.72727272727273,R:23_P:Callan Ward,R:23_P:Callan Ward_MI,1
502,Bryce Gibbs,487000,Crows,DE,14,_BYE,0.0,R:14_P:Bryce Gibbs,R:14_P:Bryce Gibbs_DE,1
503,Dylan Roberton,170000,Saints,DE,14,_BYE,0.0,R:14_P:Dylan Roberton,R:14_P:Dylan Roberton_DE,1
504,Jack Redden,554000,Eagles,MI,13,_BYE,0.0,R:13_P:Jack Redden,R:13_P:Jack Redden_MI,1
505,Jarrod Harbrow,428000,Suns,DE,12,_BYE,0.0,R:12_P:Jarrod Harbrow,R:12_P:Jarrod Harbrow_DE,1
